#list of all IG-element (stages III-VI) transitions found in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1196.04,Cr,V,-0.04,318227.60,234618.40
1196.20,Fe,V,-0.92,195196.30,278794.20
1196.27,Co,VI,-0.60,283961.00,367554.50
1196.28,Fe,V,-2.44,208838.20,292430.70
1196.29,Co,VI,-0.97,302688.80,386280.30
1196.31,Mn,V,-1.10,177874.20,261464.40
1196.43,Co,VI,-0.18,298974.60,382556.80
1196.45,Co,V,-0.51,236431.20,320012.10
1196.61,Fe,V,-0.81,195933.00,279502.60
1196.76,Fe,V,-0.64,419506.50,335947.40
1196.79,Ni,VI,-0.40,336404.80,419961.50
1196.87,Ni,VI,-0.30,330001.60,413553.10
1196.96,Ni,V,-0.75,243331.50,326876.30
1197.04,Co,V,-0.83,283736.70,367276.40
1197.09,Co,V,-2.01,235961.10,319497.20
1197.19,Fe,V,-1.49,196838.60,280367.20
1197.24,Ni,V,-1.88,242504.30,326029.90
1197.28,Ni,V,-0.73,232545.90,316068.80
1197.38,Ni,V,0.06,306962.90,390478.20
1197.40,Mn,V,-1.43,176946.30,260460.80
1197.46,Ni,V,-1.49,232655.60,316165.40
1197.46,Ni,V,-1.95,239107.70,322617.60
1197.59,Co,VI,-0.12,298974.60,382475.50
1197.60,Ti,V,-0.42,499336.20,582836.50
1197.73,Fe,VI,-1.00,280901.50,364392.90
1197.73,Ni,VI,-0.70,309977.10,393468.20
1197.74,Ni,VI,-1.10,330141.00,413631.60
1197.78,Ni,V,-0.73,233839.20,317327.30
1197.83,Co,V,-1.26,236431.20,319915.70
1197.85,Cr,IV,-0.36,256306.20,172823.20
1197.90,Mn,V,-1.23,177326.90,260806.20
1197.92,Cr,IV,-0.24,255662.30,172184.00
1197.97,Ni,V,-0.94,242862.60,326337.10
1197.99,Ni,V,-1.96,243266.20,326739.00
1198.00,Ni,V,-1.30,236454.10,319926.50
1198.10,Ni,VI,-0.21,332175.40,415640.80
1198.19,Fe,VI,-0.30,282035.00,365494.00
1198.23,Ni,VI,0.07,382677.10,466133.70
1198.24,Ni,IV,-1.53,147635.90,231091.80
1198.27,Co,V,-1.00,236158.00,319611.90
1198.28,Cr,IV,0.07,254534.60,171081.30
1198.28,Ni,V,-0.10,307025.20,390478.20
1198.66,Ti,V,0.52,487974.60,571401.10
1198.70,Ni,V,-1.27,208131.00,291554.60
1198.93,Ni,V,-0.67,243331.50,326739.00
1199.00,Fe,V,-2.38,209110.10,292513.20
1199.04,Fe,V,-2.24,390022.60,306622.80
1199.17,Ni,V,-2.06,225200.70,308592.00
1199.18,Ni,V,-2.19,208164.60,291554.60
1199.23,Mn,V,-1.90,194011.40,277398.10
1199.25,Co,V,-0.50,248098.90,331484.40
1199.31,Cr,V,-0.69,318227.60,234846.40
1199.40,Ni,V,0.19,241773.60,325148.40
1199.49,Ni,V,-1.08,243370.50,326739.00
1199.76,Ni,VI,-0.11,332031.80,415382.00
1199.93,Ni,V,-1.83,240193.80,323532.20
1199.95,Ni,V,-1.43,235736.50,319073.40
1200.07,Ni,V,-1.45,239107.70,322436.40
1200.10,Ni,V,-1.89,225616.50,308943.00
1200.18,Fe,V,-1.05,209110.10,292430.70
1200.52,Ni,VI,-1.35,332343.60,415640.80
1200.54,Ni,VI,-0.22,332344.80,415640.80
1200.70,Co,V,-0.72,277330.20,360614.60
1200.84,Cr,V,-0.58,317893.80,234618.40
1200.88,Co,VI,0.06,311916.00,395188.50
1201.08,Ni,V,-0.49,263700.90,346959.50
1201.11,Co,V,-0.67,283592.10,366848.80
1201.13,Ni,V,-1.84,232910.80,316165.40
1201.18,Ni,V,-1.04,234125.40,317376.80
1201.21,Cr,IV,-0.37,241182.50,157933.30
1201.22,Ni,V,-1.97,247049.10,330297.60
1201.23,Ni,IV,-1.36,141577.20,224824.90
1201.27,Ni,V,-1.11,234082.10,317327.30
1201.30,Ni,IV,-1.41,141220.30,224463.60
1201.31,Ni,V,-0.68,234275.20,317517.50
1201.38,Co,V,-0.19,277376.80,360614.60
1201.58,Ni,V,-0.38,263735.70,346959.50
1201.59,Co,VI,-0.52,285189.00,368412.20
1201.76,Ni,V,-1.04,263700.90,346912.40
1201.82,Fe,V,-1.65,365245.20,282038.10
1201.83,Ni,V,-0.90,241773.60,324980.20
1201.84,Ni,V,-1.27,247165.00,330370.70
1201.88,Cr,IV,-1.90,241832.50,158629.50
1201.91,Fe,V,-0.70,196838.60,280039.60
1201.92,Cr,IV,-1.64,255836.90,172636.40
1202.03,Ni,V,0.12,247104.90,330297.60
1202.26,Ni,V,-0.43,263735.70,346912.40
1202.41,Ni,V,-1.84,236454.10,319620.20
1202.43,Ni,V,-1.08,208163.70,291328.50
1202.44,Ni,V,-2.37,208164.60,291328.50
1202.52,Co,V,-0.10,276608.80,359767.20
1202.53,Cr,IV,-0.36,266878.00,183720.30
1202.57,Fe,V,-1.93,212818.10,295973.20
1202.75,Co,VI,0.50,307627.00,390770.10
1202.92,Co,V,-0.84,238390.30,321521.40
1202.93,Co,V,-2.06,277360.70,360490.70
1203.01,Ti,V,-0.33,491558.70,574683.80
1203.26,Co,V,-2.12,249006.80,332114.20
1203.27,Ni,V,-0.15,263805.80,346912.40
1203.27,Ni,V,-0.48,234125.40,317232.00
1203.30,Co,V,-1.36,243455.20,326560.00
1203.30,Ni,IV,-1.17,141832.00,224936.90
1203.30,Ni,V,-0.31,234412.70,317517.50
1203.35,Ni,V,-0.72,234275.20,317376.80
1203.47,Ni,VI,-0.45,332051.60,415144.50
1203.77,Ni,V,0.27,251654.90,334727.60
1203.83,Ni,IV,-0.75,141577.20,224645.70
1203.87,Ni,V,-0.79,234412.70,317477.90
1204.01,Cr,IV,-0.08,266931.70,183875.60
1204.08,Fe,V,-1.73,358425.60,275374.30
1204.08,Ni,VI,0.53,330580.50,413631.60
1204.13,Cr,V,-2.08,317893.80,234846.40
1204.28,Ni,VI,-0.33,332344.80,415382.00
1204.31,Co,VI,-0.38,298620.20,381655.60
1204.49,Co,VI,-0.06,299534.00,382556.80
1204.50,Ni,IV,-1.29,145192.10,228214.20
1204.55,Co,VI,-0.27,273727.70,356746.40
1204.71,Fe,IV,-1.95,138338.83,221346.06
1204.74,Ni,V,-0.82,243331.50,326337.10
1204.78,Cr,IV,-0.80,266878.00,183875.60
1204.92,Ni,IV,-1.79,141832.00,224824.90
1205.10,Cr,IV,-0.63,255803.60,172823.20
1205.13,Co,V,-0.01,277360.70,360339.20
1205.14,Co,V,-0.37,236746.00,319724.10
1205.21,Co,V,-1.36,243455.20,326428.30
1205.21,Ni,IV,-1.46,142023.50,224996.50
1205.24,Ni,VI,-0.64,339335.80,422306.60
1205.27,Ni,VI,-0.36,332175.40,415144.50
1205.30,Ni,V,-0.00,240959.60,323926.30
1205.34,Ni,V,-0.85,234412.70,317376.80
1205.37,Co,V,-0.54,277376.80,360339.20
1205.45,Ni,V,-0.11,234275.20,317232.00
1205.49,Co,VI,0.06,274319.00,357272.50
1205.56,Ni,V,-0.37,240959.60,323908.60
1205.58,Co,VI,-0.81,307482.70,390430.30
1205.60,Ni,V,-1.67,208151.50,291097.70
1205.67,Co,VI,0.30,299534.00,382475.50
1205.78,Co,VI,0.26,275088.00,358022.20
1205.79,Ni,V,-1.27,208164.60,291097.70
1205.80,Ni,V,-0.90,242290.40,325222.90
1205.89,Co,V,-0.62,248698.20,331624.40
1205.96,Ni,V,-0.47,242290.40,325211.90
1206.04,Fe,VI,-0.26,281477.00,364392.90
1206.08,Co,VI,-0.24,305039.00,387952.50
1206.08,Ni,IV,-1.91,142023.50,224936.90
1206.17,Co,VI,0.41,276008.00,358915.00
1206.17,Fe,V,-2.12,209523.90,292430.70
1206.47,Ni,IV,-1.73,141577.20,224463.60
1206.73,Co,IV,-0.90,136362.90,219231.60
1206.74,Cr,IV,-0.96,257714.40,174846.20
1206.76,Co,V,-0.78,277747.90,360614.60
1206.81,Co,V,-1.00,238259.10,321122.20
1207.09,Ni,V,-1.37,241082.20,323926.30
1207.10,Cr,IV,-0.26,241472.80,158629.50
1207.13,Ni,VI,-0.47,337993.90,420835.30
1207.14,Ni,VI,-0.57,351096.20,433936.90
1207.16,Cr,IV,-1.09,255662.30,172823.20
1207.35,Ni,V,0.05,241082.20,323908.60
1207.38,Ni,V,-0.53,247049.10,329872.90
1207.38,Ni,V,-0.89,232545.90,315370.10
1207.43,Ni,V,-1.96,232545.90,315366.10
1207.44,Co,V,-0.63,242765.00,325584.50
1207.45,Ni,V,-0.91,234412.70,317232.00
1207.53,Ni,IV,-1.90,141832.00,224645.70
1207.54,Co,V,-0.58,243455.20,326267.90
1207.57,Fe,VI,-1.58,261841.40,344652.60
1207.58,Mn,V,-1.39,193781.60,276592.00
1207.63,V_,III,-2.12,16374.70,99181.50
1207.65,Ni,V,-1.12,234082.10,316887.80
1207.68,V_,V,-0.37,434303.77,351500.51
1207.94,Co,VI,-0.41,306439.20,389224.50
1207.99,Ni,V,-1.11,216189.90,298972.30
1208.02,Ni,V,-1.87,232545.90,315326.20
1208.15,Fe,VI,-0.85,263135.90,345907.10
1208.20,Ni,V,-0.47,247104.90,329872.90
1208.26,Fe,V,-0.90,209523.90,292287.60
1208.26,Ni,V,-1.85,243266.20,326029.90
1208.28,Ni,V,-1.25,234125.40,316887.80
1208.70,Mn,V,-1.43,194664.40,277398.10
1208.78,Cr,IV,-1.19,263971.00,181243.10
1208.78,Fe,VI,-0.94,281217.80,363945.70
1208.92,Ni,V,-0.41,242504.30,325222.90
1208.96,Ni,V,-1.04,243266.20,325982.20
1209.00,Co,VI,-1.50,307482.70,390195.80
1209.04,Co,VI,-0.07,307720.00,390430.30
1209.15,Fe,V,-1.24,359462.00,276759.20
1209.15,Fe,V,-1.72,357849.00,275146.60
1209.21,Ni,V,-1.10,243331.50,326029.90
1209.25,Ni,V,-1.89,242862.60,325558.60
1209.29,Cr,IV,0.10,263971.00,181277.90
1209.41,Ni,V,-1.39,236454.10,319138.70
1209.47,Co,VI,0.08,298974.60,381655.60
1209.61,Ni,V,-0.03,247104.90,329776.30
1209.75,Ni,V,-0.17,234082.10,316744.00
1209.78,Ni,V,-0.99,243370.50,326029.90
1209.85,Cr,IV,-0.66,241182.50,158527.70
1209.99,Co,V,-1.06,241985.30,324630.40
1210.17,Cr,IV,0.25,263875.90,181243.10
1210.38,Fe,VI,-0.03,287919.20,370538.10
1210.38,Ni,V,0.10,234125.40,316744.00
1210.47,Ni,V,-0.79,234275.20,316887.80
1210.48,Ni,V,-0.48,243370.50,325982.20
1210.49,Ni,V,-0.49,216434.70,299045.60
1210.49,Ni,V,-0.62,247165.00,329776.30
1210.50,Cr,V,-1.31,322528.10,239917.50
1210.51,Ni,VI,0.43,330141.00,412751.10
1210.52,Ni,V,-0.57,306962.90,389571.80
1210.64,Ni,V,-0.99,234125.40,316726.60
1210.72,Ni,V,-0.92,229413.00,312008.30
1210.78,Ni,V,0.00,247281.80,329872.90
1210.94,Cr,IV,-0.57,241472.80,158892.70
1211.02,Co,V,0.14,277192.40,359767.20
1212.41,Cr,IV,-0.71,241832.50,159352.00
1212.58,Ni,V,-0.52,234275.20,316744.00
1212.61,Ni,V,-0.28,307105.10,389571.80
1212.78,Ni,V,-0.24,216590.50,299045.60
1212.78,Ni,V,-1.46,232910.80,315366.10
1212.86,Ni,V,-1.07,216596.00,299045.60
1212.87,Ni,V,-0.08,247165.00,329614.30
1213.00,Cr,IV,0.10,240967.90,158527.70
1213.24,Ni,V,-1.17,240193.80,322617.60
1213.50,Co,V,-0.61,277360.70,359767.20
1213.58,Ni,V,-0.84,235116.50,317517.50
1213.66,Fe,IV,-1.69,138844.03,221239.21
1213.69,Fe,V,-1.91,359462.00,277068.50
1213.69,Fe,V,-1.96,208838.20,291231.40
1213.71,Fe,IV,-2.13,171476.39,253868.43
1213.84,Cr,IV,-0.25,241832.50,159449.20
1213.86,Ni,V,-0.62,216590.50,298972.30
1213.94,Ni,V,-0.42,216596.00,298972.30
1214.00,Mn,III,-2.40,219195.95,136823.86
1214.00,Ti,V,-1.33,488225.70,570597.80
1214.16,Ni,V,-0.31,235116.50,317477.90
1214.18,Ni,V,-1.05,242862.60,325222.90
1217.11,Ni,V,-0.20,221087.60,303249.50
1217.21,Ni,V,-1.83,234125.40,316280.30
1217.23,Mn,III,-1.63,218977.34,136823.86
1217.28,Ni,IV,-2.45,142023.50,224174.00
1217.51,Ni,V,-0.81,241773.60,323908.60
1217.57,Ni,V,-0.63,208131.00,290262.00
1217.58,Ni,V,-0.91,263805.80,345936.10
1217.72,Cr,IV,0.40,241472.80,159352.00
1217.77,Ni,V,0.22,242862.60,324980.20
1217.81,Ni,V,-1.81,225616.50,307731.10
1217.90,Mn,V,-1.61,178572.50,260680.80
1218.05,Ni,V,-1.14,208163.70,290262.00
1218.07,Ni,V,-1.98,208164.60,290262.00
1218.39,Co,V,-0.51,248698.20,330773.40
1218.39,Cr,IV,-0.54,240967.90,158892.70
1218.42,V_,IV,-0.51,237638.80,155565.50
1218.47,Co,V,-2.19,238164.60,320234.50
1218.50,Co,V,-2.03,283592.10,365660.10
1218.52,Co,V,-1.17,206962.20,289029.00
1218.72,Co,V,-1.83,242765.00,324818.60
1218.72,Ni,V,-1.71,232545.90,314599.20
1218.91,Mn,V,-0.93,183538.80,265579.30
1219.97,Cr,IV,0.56,241832.50,159863.60
1220.32,Ni,V,-0.57,243266.20,325211.90
1220.39,Fe,VI,0.15,288638.30,370579.60
1220.84,Fe,VI,-0.44,282035.00,363945.70
1220.84,Ni,V,-1.33,239107.70,321018.30
1220.88,Ni,V,-0.77,234082.10,315990.50
1220.89,Ni,V,-1.36,232655.60,314562.80
1220.93,Fe,VI,-0.44,262368.40,344273.30
1220.97,Co,V,-1.99,241174.10,323076.20
1221.02,Co,V,-0.61,207548.50,289447.50
1221.13,Co,V,-0.45,276608.80,358499.80
1221.13,Ni,V,-0.06,243331.50,325222.90
1221.15,Ni,V,-1.10,234275.20,316165.40
1221.48,Ni,V,-1.03,234412.70,316280.30
1221.71,Ni,V,-0.62,243370.50,325222.90
1221.85,Ni,V,-1.72,217129.10,298972.30
1221.88,Ni,V,-0.30,243370.50,325211.90
1221.91,Cr,IV,0.62,259755.40,177916.50
1222.04,Cr,IV,-0.44,241182.50,159352.00
1222.07,Cr,V,-2.22,316674.90,234846.40
1222.11,Fe,V,-0.70,212818.10,294644.00
1222.19,Ni,V,-0.67,221429.00,303249.50
1222.32,Ni,V,-1.35,235420.60,317232.00
1222.38,Ti,V,0.38,496890.70,578698.50
1222.78,Ni,V,-0.54,235736.50,317517.50
1222.82,Fe,VI,-0.24,261841.40,343619.30
1222.95,Cr,IV,0.69,259799.60,178030.00
1222.99,Cr,IV,-0.54,256306.20,174539.70
1223.06,Ni,IV,-1.46,142023.50,223785.40
1223.20,Co,V,-1.38,238259.10,320012.10
1223.20,Ni,V,-0.62,234412.70,316165.40
1223.32,Co,VI,0.42,275088.00,356833.00
1223.36,Co,VI,-1.88,307482.70,389224.50
1223.37,Ni,V,-1.09,235736.50,317477.90
1223.41,Ni,V,-1.96,241082.20,322820.80
1223.45,Ni,V,0.41,306962.90,388698.90
1223.61,Cr,IV,-0.92,259755.40,178030.00
1223.68,Ni,V,-0.66,307025.20,388746.10
1223.76,Fe,V,-1.52,363753.70,282038.10
1223.80,Co,V,-0.40,242765.00,324477.50
1223.85,Mn,V,-2.20,177874.20,259583.30
1223.92,Fe,VI,0.03,280901.50,362605.90
1224.12,Co,VI,0.12,303788.50,385480.00
1224.33,V_,V,-0.25,388043.69,469721.00
1224.41,Fe,V,-2.14,220621.00,302292.70
1224.46,Co,VI,0.28,354336.20,436005.00
1224.55,Ni,V,-0.22,232545.90,314208.80
1224.56,Co,VI,-0.30,298974.60,380636.50
1224.57,Mn,VI,0.63,439643.40,521305.00
1224.62,Mn,VI,0.74,440234.10,521892.00
1224.62,Ni,V,-1.91,240959.60,322617.60
1224.72,Mn,VI,-1.80,251403.00,333054.50
1224.75,Cr,IV,-1.69,239582.80,157933.30
1224.76,Ni,V,-0.36,243331.50,324980.20
1224.80,Co,V,-1.03,268885.80,350532.00
1224.88,Ni,V,-0.24,307105.10,388746.10
1224.88,Ni,V,-0.79,235736.50,317376.80
1224.90,Co,VI,-0.83,303840.90,385480.00
1224.90,Cr,IV,-1.55,240268.80,158629.50
1224.95,Ni,V,-0.12,242290.40,323926.30
1225.35,Cr,IV,-0.59,241472.80,159863.60
1225.51,Co,V,-0.18,236746.00,318344.60
1225.60,Mn,VI,0.52,439105.00,520698.00
1225.65,Cr,V,-1.75,319119.10,237529.50
1225.68,Co,IV,-1.03,167856.50,249444.10
1225.89,Fe,V,-2.44,205536.40,287109.60
1226.05,Ni,V,-1.37,242290.40,323853.10
1226.27,Ni,V,-1.49,216434.70,297982.80
1226.40,Co,VI,0.43,299534.00,381073.70
1226.53,V_,IV,0.18,225804.10,144273.10
1226.82,Co,V,-1.95,236158.00,317669.70
1226.93,Co,VI,-0.36,307720.00,389224.50
1227.19,Ni,V,0.28,311470.30,392957.10
1227.29,Co,V,-1.87,207548.50,289029.00
1227.49,Ni,V,-1.09,235420.60,316887.80
1227.88,Fe,VI,-0.44,282951.90,364392.90
1228.17,Ni,V,-1.11,242504.30,323926.30
1228.20,Sc,IV,0.17,378077.00,459496.90
1228.23,Mn,VI,0.17,444637.10,526055.00
1228.38,Ni,V,-1.88,216434.70,297842.50
1228.41,Ni,V,-0.96,239107.70,320513.80
1228.44,Ni,V,-0.09,242504.30,323908.60
1228.56,Co,VI,0.27,282948.00,364344.20
1228.61,Fe,VI,0.55,292313.00,373706.10
1228.62,Ni,V,-1.10,216590.50,297982.80
1228.68,Fe,VI,-0.38,281217.80,362605.90
1228.71,Fe,V,-1.64,359462.00,278075.80
1228.89,Ni,V,-0.88,232545.90,313919.80
1228.91,Ni,VI,-0.22,336344.90,417717.70
1228.95,Ni,VI,-1.36,307843.90,389214.00
1228.96,Fe,VI,-0.46,261841.40,343210.90
1228.98,Fe,VI,-0.77,280901.50,362270.00
1229.27,Fe,V,-0.81,408954.20,327605.40
1229.39,Ni,V,0.32,274695.40,356036.30
1229.40,Ni,V,-0.01,251654.90,332995.60
1229.40,Ni,VI,-0.46,358827.90,440168.60
1229.42,Co,VI,0.20,295025.60,376365.00
1229.44,Cr,IV,-1.35,256306.20,174968.60
1229.49,Co,VI,-0.28,293914.50,375249.00
1229.50,Co,V,-1.12,238390.30,319724.10
1229.50,Co,VI,-1.53,310736.80,392070.70
1229.52,Co,V,-2.40,238164.60,319497.20
1229.58,Cr,IV,-1.07,265048.60,183720.30
1229.66,Ni,V,-1.42,235420.60,316744.00
1229.92,Ni,V,-0.83,235420.60,316726.60
1229.95,Fe,VI,0.00,264118.30,345422.60
1230.02,Fe,V,-1.96,221305.20,302604.50
1230.05,Ni,V,0.06,274738.60,356036.30
1230.06,Cr,IV,-0.83,255836.90,174539.70
1230.10,Cr,IV,-2.31,239822.20,158527.70
1230.17,Mn,V,-1.30,195302.70,276592.00
1230.35,Ti,V,0.58,498057.20,579334.60
1230.43,Ni,V,0.11,268273.90,349546.00
1230.74,Ni,V,-1.60,216590.50,297842.50
1230.82,Ni,V,-0.78,216596.00,297842.50
1230.85,Ni,V,-1.69,234125.40,315370.10
1230.89,Ni,V,-0.09,241082.20,322324.20
1230.89,Ni,V,-0.23,242290.40,323532.20
1230.92,Fe,VI,-1.05,262368.40,343608.20
1230.94,Co,V,-0.42,236431.20,317669.70
1231.10,Ni,V,-0.50,216189.90,297418.10
1231.50,Ni,IV,-1.55,142023.50,223225.40
1231.52,Ni,V,-1.67,234125.40,315326.20
1231.76,Co,VI,0.28,274319.00,355504.00
1231.88,Ni,V,-0.05,225200.70,306377.80
1231.90,Co,V,-0.27,243455.20,324630.40
1232.02,Cr,IV,-1.30,241472.80,160305.40
1232.03,Ni,V,-1.89,212253.40,293420.00
1232.08,Co,VI,0.39,326384.30,407547.70
1232.10,Co,VI,-0.66,303840.90,385003.30
1232.18,Co,IV,-0.80,144509.60,225666.30
1232.19,Cr,IV,-1.01,265031.60,183875.60
1232.34,Ni,V,-1.54,208151.50,289298.00
1232.48,Fe,VI,-0.07,263135.90,344273.30
1232.52,Ni,V,-0.18,208163.70,289298.00
1232.54,Ni,V,-0.59,208164.60,289298.00
1232.68,Co,VI,0.37,283961.00,365084.80
1232.70,Cr,IV,-0.95,255662.30,174539.70
1232.71,Co,V,-0.63,255292.50,336414.80
1232.74,Co,V,-2.09,244821.20,325941.40
1232.80,Co,V,-0.89,243455.20,324571.50
1232.81,Ni,V,0.27,246240.90,327356.60
1232.86,Ni,V,-1.03,216305.70,297417.90
1232.87,Fe,V,-1.26,388400.30,307288.70
1232.92,Fe,V,-2.25,383401.10,302292.70
1232.92,Ni,VI,-0.02,336430.40,417538.40
1232.94,Fe,V,-2.01,366018.20,284911.20
1232.96,Ni,V,0.40,263805.80,344911.20
1233.07,Mn,V,-0.79,184635.60,265734.00
1233.11,Ni,V,-0.65,208151.50,289247.10
1233.12,Ni,V,-1.17,234275.20,315370.10
1233.18,Ni,V,-1.32,234275.20,315366.10
1233.19,Fe,V,-2.17,366564.40,285474.00
1233.20,Fe,V,-1.52,357849.00,276759.20
1233.26,Ni,V,0.24,234082.10,315168.20
1233.31,Ni,V,-0.18,208164.60,289247.10
1233.47,Cr,V,-1.15,318601.70,237529.50
1233.51,Ni,V,0.20,263735.70,344805.30
1233.60,Ni,V,-0.85,236454.10,317517.50
1233.60,Ni,V,-1.18,242862.60,323926.30
1233.79,Ni,V,-1.87,234275.20,315326.20
1233.82,Ni,V,-1.00,235116.50,316165.40
1233.87,Ni,V,-1.33,242862.60,323908.60
1233.92,Ni,V,-0.00,234125.40,315168.20
1234.10,Ni,V,-0.12,232655.60,313686.60
1234.14,Ni,V,-1.10,242504.30,323532.20
1234.16,Ni,V,0.31,274738.60,355765.20
1234.21,Ni,V,-1.38,232655.60,313679.00
1234.36,Cr,IV,-1.27,239541.40,158527.70
1234.39,Ni,V,-0.18,208151.50,289163.00
1234.58,Ni,V,-0.42,263805.80,344805.30
1234.63,Co,VI,0.15,303788.50,384784.60
1234.65,Fe,V,-0.34,213649.20,294644.00
1234.69,Ni,V,-0.21,274773.50,355765.20
1234.74,Fe,V,-1.98,209110.10,290099.10
1234.82,Co,VI,0.39,312551.20,393534.60
1234.82,Ni,V,-2.03,216434.70,297417.90
1234.83,Co,V,-1.09,238106.20,319088.90
1234.90,Fe,V,-1.51,364664.30,283686.30
1235.11,Ni,IV,-0.70,151574.70,232539.50
1235.36,Co,VI,-0.05,354591.70,435540.00
1235.43,Mn,V,-2.04,184635.60,265579.30
1235.43,Ni,IV,-1.49,144815.10,225758.50
1235.43,Ni,V,-0.58,311470.30,392413.50
1235.64,Cr,IV,-1.47,239822.20,158892.70
1235.75,Ni,V,-1.43,236454.10,317376.80
1235.78,Fe,V,-0.83,388209.10,307288.70
1235.83,Ni,V,0.45,233839.20,314756.40
1235.89,Ni,V,-0.84,234412.70,315326.20
1236.17,Cr,IV,-0.78,241832.50,160937.40
1236.17,Fe,V,-2.17,205536.40,286431.30
1236.23,Mn,VI,-0.04,255239.70,336130.80
1236.24,Ni,VI,-0.81,308323.80,389214.00
1236.28,Ni,V,-0.25,234412.70,315300.70
1236.28,Ni,V,-0.57,240193.80,321081.90
1236.29,Ni,V,-0.99,212095.80,292983.00
1236.58,Cr,IV,-0.16,255836.90,174968.60
1236.66,Ni,V,-2.06,233839.20,314702.20
1236.67,Ni,V,-0.74,240193.80,321056.40
1236.70,Ni,V,0.23,279199.50,360059.70
1236.97,Fe,VI,-0.29,262368.40,343210.90
1237.00,Co,VI,0.45,285189.00,366029.90
1237.12,Ni,V,-1.61,225545.10,306377.80
1237.15,Ni,IV,-1.68,141832.00,222662.90
1237.16,Mn,VI,0.26,447701.80,528532.00
1237.20,Ni,V,-0.38,216590.50,297417.90
1237.24,Co,VI,-0.28,276008.00,356833.00
1237.25,Ni,V,-2.03,240193.80,321018.30
1237.29,Ni,V,-2.03,216596.00,297418.10
1237.34,Ni,V,-0.30,239107.70,319926.50
1237.46,Co,VI,-0.48,326384.30,407195.00
1237.51,Co,VI,-0.63,305473.10,386280.30
1237.58,Fe,V,-2.01,209110.10,289913.00
1237.63,Ni,V,-0.39,229413.00,310212.60
1237.79,Co,IV,-0.95,144764.20,225553.40
1237.92,Fe,V,-1.24,357849.00,277068.50
1237.96,Co,V,-0.48,236158.00,316936.20
1237.96,Ni,V,-0.53,236454.10,317232.00
1237.99,Ni,V,-0.60,232910.80,313686.60
1237.99,Ni,VI,-2.22,347445.20,428221.40
1238.04,Co,V,-1.71,244866.70,325639.80
1238.04,Ni,VI,-0.82,347278.50,428051.50
1238.11,Fe,V,-2.38,364454.90,283686.30
1238.11,Ni,V,-0.21,232910.80,313679.00
1238.22,Ni,V,-0.61,225616.50,306377.80
1238.28,Co,VI,-1.09,354782.80,435540.00
1238.30,Ni,IV,-1.87,141577.20,222333.30
1238.34,Co,V,-1.38,236158.00,316911.60
1238.36,Co,V,-0.30,277747.90,358499.80
1238.50,Ni,V,-2.21,216189.90,296932.90
1238.54,Ni,V,-1.14,234412.70,315152.80
1238.61,Ni,V,-0.97,232545.90,313281.30
1238.71,Ni,V,0.13,216189.90,296919.30
1238.75,Ni,V,-1.65,208151.50,288877.90
1238.95,Ni,V,-1.11,208164.60,288877.90
1239.05,Ni,V,-1.25,216189.90,296897.00
1239.16,Co,VI,0.15,273727.70,354427.70
1239.25,Cr,IV,-0.93,255662.30,174968.60
1239.35,Fe,IV,-2.34,161571.59,242259.25
1239.40,Co,VI,-0.27,354782.80,435466.80
1239.43,Co,IV,-1.58,137280.90,217963.00
1239.55,Ni,V,-0.02,234082.10,314756.40
1239.64,Co,V,-1.24,235199.90,315868.70
1239.78,Ni,V,-0.49,274738.60,355398.00
1239.82,Ni,V,-2.30,216189.90,296847.10
1239.95,Ni,V,-0.43,235420.60,316068.80
1239.95,Ti,V,0.45,494035.70,574683.80
1240.05,Co,VI,-0.73,293914.50,374556.40
1240.06,Ti,V,-0.53,498057.20,578698.50
1240.07,Fe,VI,-0.16,281217.80,361858.20
1240.11,Cr,IV,-1.21,237999.50,157361.40
1240.15,Ni,V,-1.07,246240.90,326876.30
1240.26,Cr,IV,-1.45,238561.30,157933.30
1240.32,Ni,V,0.23,274773.50,355398.00
1240.36,Co,V,-0.42,248698.20,329319.80
1240.76,Ni,IV,-1.41,159498.50,240094.20
1240.90,Ni,V,-0.02,243266.20,323853.10
1241.02,Ni,V,-0.82,216434.70,297013.90
1241.05,Ni,V,-0.45,243331.50,323908.60
1241.05,Ni,V,-0.48,234125.40,314702.20
1241.08,Fe,V,-2.31,209523.90,290099.10
1241.13,Ni,V,-1.84,253905.20,334477.20
1241.16,Ni,V,-1.19,235420.60,315990.50
1241.25,Ni,VI,-0.21,366299.80,446863.80
1241.32,Ni,V,-0.05,234275.20,314834.70
1241.38,Ni,V,-0.73,243370.50,323926.30
1241.42,Ni,V,-0.08,233839.20,314392.00
1241.46,Ni,V,-0.65,241773.60,322324.20
1241.62,Fe,IV,-1.96,162074.42,242614.60
1241.63,Ni,V,0.31,229413.00,309952.50
1241.65,Ti,V,0.20,493300.50,573838.30
1241.69,Cr,IV,-1.33,241472.80,160937.40
1241.69,Ti,V,0.21,491558.70,572093.90
1241.77,Co,VI,0.20,326664.90,407195.00
1241.77,Ni,V,-2.31,242290.40,322820.80
1241.82,Ni,V,-1.96,212455.70,292983.00
1241.86,Fe,V,-1.21,386718.20,306193.90
1241.91,Ni,VI,-0.29,343842.60,424363.70
1241.97,Ni,V,0.14,234082.10,314599.20
