#list of all IG-element (stages III-VI) transitions found in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1253.81,Fe,IV,-1.03,138844.03,218601.03
1253.96,Ni,V,-0.59,235420.60,315168.20
1253.98,Ni,V,0.25,217101.00,296847.10
1254.02,Co,IV,-1.05,144720.30,224463.90
1254.03,Ni,V,-0.39,208163.70,287906.90
1254.04,Ni,V,-0.52,263735.70,343478.20
1254.19,Ni,V,-0.06,240193.80,319926.50
1254.42,Ni,V,-0.18,243266.20,322984.50
1254.42,Ni,V,-0.71,217129.10,296847.10
1254.42,Ni,V,-0.78,235116.50,314834.70
1254.53,Ni,V,-0.41,236454.10,316165.40
1254.56,Ni,IV,-1.10,146194.30,225903.70
1254.62,Ni,V,-1.24,240193.80,319899.10
1254.76,Co,V,-1.15,235961.10,315657.50
1254.86,Ni,V,-0.52,247049.10,326739.00
1254.89,Cr,IV,-0.84,254534.60,174846.20
1254.91,Cr,IV,-1.30,241182.50,161495.30
1254.94,Fe,IV,-1.91,138338.83,218023.81
1254.95,Cr,IV,0.46,257714.40,178030.00
1255.02,Co,V,-0.89,255484.10,335164.10
1255.14,Cr,IV,0.36,257588.60,177916.50
1255.22,Fe,V,-0.60,364457.90,284790.80
1255.43,Fe,VI,-0.71,282951.90,362605.90
1255.54,Co,IV,-0.94,144764.20,224411.00
1255.58,Ni,V,-1.21,234275.20,313919.80
1255.72,Ni,V,-0.19,232655.60,312291.00
1255.74,Fe,IV,-1.90,138844.03,218478.36
1255.74,Ni,IV,-1.89,111195.80,190830.30
1255.74,Ni,V,-0.20,247104.90,326739.00
1255.80,Ni,V,-1.21,208151.50,287782.10
1255.81,Ni,V,-0.56,235736.50,315366.10
1255.83,Cr,VI,0.53,402888.60,482517.10
1256.01,Ni,V,-0.72,208164.60,287782.10
1256.04,Cr,IV,-1.44,256306.20,176690.90
1256.05,Ni,V,-0.42,236454.10,316068.80
1256.08,Cr,IV,-0.41,240967.90,161354.80
1256.11,Co,V,-1.38,244866.70,324477.50
1256.14,Co,VI,-0.09,299534.00,379143.00
1256.22,Ni,V,-1.24,208151.50,287755.50
1256.29,Ni,V,-1.15,208046.40,287645.90
1256.37,Ni,V,0.14,247281.80,326876.30
1256.44,Ni,V,-0.71,235736.50,315326.20
1256.49,Fe,V,-1.61,366018.20,286431.30
1256.52,Fe,V,-2.22,386649.50,307064.40
1256.74,Ni,IV,-1.87,139289.40,218860.60
1256.85,Ni,V,-0.89,235736.50,315300.70
1256.90,Ni,V,0.41,279199.50,358760.00
1256.93,Cr,IV,-0.93,257588.60,178030.00
1256.98,Co,V,-0.34,261994.00,341550.00
1257.00,Cr,IV,-1.89,238447.10,158892.70
1257.01,Ni,V,-1.30,240959.60,320513.80
1257.14,Ni,V,-0.60,263735.70,343281.00
1257.26,Mn,VI,-0.54,250096.60,329634.50
1257.28,Mn,IV,0.99,249822.70,170285.80
1257.29,Co,V,0.14,241985.30,321521.40
1257.31,Co,VI,-0.66,308029.50,387564.70
1257.32,Co,V,-0.44,206108.50,285643.00
1257.34,Fe,V,-1.79,188395.30,267928.60
1257.44,Ti,V,-0.72,492567.10,572093.90
1257.47,Mn,VI,-0.12,444637.10,524162.00
1257.60,Cr,IV,-0.56,239822.20,160305.40
1257.63,Ni,V,0.58,208131.00,287645.90
1257.75,Ni,V,-1.20,234412.70,313919.80
1258.02,Fe,VI,-0.04,264118.30,343608.20
1258.03,Fe,VI,-1.13,281217.80,360707.10
1258.03,Ni,V,-0.16,243331.50,322820.80
1258.11,Mn,IV,-0.22,248983.80,169499.20
1258.25,Ni,V,0.17,263805.80,343281.00
1258.29,Ni,V,-2.17,217101.00,296574.00
1258.33,Co,V,-1.08,241174.10,320644.60
1258.42,Mn,VI,-0.55,250527.00,329992.00
1258.46,Ni,V,-0.73,232545.90,312008.30
1258.47,Ni,V,-0.71,242862.60,322324.20
1258.51,Co,VI,-0.62,310736.80,390195.80
1258.54,Ni,V,-0.29,247281.80,326739.00
1258.55,Co,VI,-1.55,303840.90,383297.40
1258.65,Ni,V,-1.17,243370.50,322820.80
1258.73,Ni,V,-1.61,217129.10,296574.00
1258.79,Fe,V,-2.31,195933.00,275374.30
1258.88,Fe,VI,-0.63,263135.90,342571.50
1259.03,Cr,IV,-0.40,241182.50,161756.30
1259.03,Ni,V,-0.47,240193.80,319620.20
1259.12,Ni,V,-0.08,232545.90,311966.50
1259.19,Ni,V,-0.39,235736.50,315152.80
1259.24,Cr,IV,-0.90,266931.70,187519.00
1259.27,Ni,V,-1.12,234275.20,313686.60
1259.32,Cr,IV,-1.02,241472.80,162064.90
1259.43,Fe,V,-1.44,365555.80,286154.90
1259.48,Co,V,-0.91,255292.50,334690.20
1259.52,Ni,V,-0.73,229408.80,308804.10
1259.54,Ni,IV,-1.18,145702.20,225096.40
1259.55,Fe,IV,-1.48,183164.49,262557.77
1259.59,Ni,V,0.03,229413.00,308804.10
1259.72,Ni,V,-0.04,234082.10,313464.70
1259.73,Co,VI,0.22,298620.20,378002.00
1259.76,Ni,V,-1.84,232910.80,312291.00
1259.93,Co,V,-0.49,205878.90,285248.10
1259.98,Cr,V,0.11,319284.00,239917.50
1260.10,Cr,IV,0.09,266878.00,187519.00
1260.21,Fe,IV,-1.70,138844.03,218195.66
1260.27,Co,VI,-0.03,358810.90,438159.20
1260.28,V_,V,-0.47,416360.29,337012.59
1260.32,Fe,VI,0.45,270672.60,350017.80
1260.41,Ni,V,0.25,234125.40,313464.70
1260.75,Fe,VI,0.32,282951.90,362270.00
1260.75,Ni,V,-0.66,246240.90,325558.60
1260.86,Ni,V,-1.18,232655.60,311966.50
1260.96,Co,V,-1.40,236353.10,315657.50
1261.06,Fe,VI,-0.08,263135.90,342434.40
1261.13,Cr,VI,0.39,402661.70,481956.00
1261.13,Ni,V,-1.30,212095.80,291390.00
1261.22,Ni,V,-0.09,247049.10,326337.10
1261.22,Ni,V,-0.52,212253.40,291541.70
1261.26,Ni,V,0.01,243331.50,322617.60
1261.33,Ni,V,0.42,235420.60,314702.20
1261.39,Ni,IV,-1.47,146153.80,225431.60
1261.41,Ni,V,0.47,279199.50,358475.60
1261.45,Ni,V,-2.14,234412.70,313686.60
1261.57,Ni,V,-1.30,234412.70,313679.00
1261.76,Ni,V,0.47,216189.90,295444.30
1261.88,Co,V,0.04,241875.40,321122.20
1262.05,Cr,IV,-0.56,239541.40,160305.40
1262.11,Ni,V,-2.08,212095.80,291328.50
1262.44,Cr,IV,-0.78,240967.90,161756.30
1262.53,Co,V,-0.15,255484.10,334690.20
1262.54,Ni,V,0.21,274738.60,353944.10
1262.55,Ni,V,-0.06,311470.30,390675.10
1262.56,Co,V,0.01,241174.10,320378.10
1262.59,Cr,IV,-0.06,247099.10,167896.50
1262.64,Ni,V,-1.11,234082.10,313281.30
1262.73,Ni,V,-0.70,263700.90,342894.60
1262.77,Co,V,-0.36,251582.20,330773.40
1262.78,Fe,V,-0.88,364664.30,285474.00
1262.95,Fe,IV,-1.77,138844.03,218023.81
1262.97,Fe,V,-2.01,216538.10,295716.40
1262.97,Ni,V,-1.32,235420.60,314599.20
1263.08,Cr,IV,-0.54,241472.80,162301.40
1263.16,Cr,IV,-0.65,252532.80,173366.00
1263.28,Ni,V,-0.04,263735.70,342894.60
1263.33,Ni,V,-0.17,234125.40,313281.30
1263.35,Co,V,-0.99,205878.90,285033.70
1263.50,Cr,V,0.13,316674.90,237529.50
1263.55,Ni,V,-1.42,235420.60,314562.80
1263.64,Ni,V,-1.06,212253.40,291390.00
1263.67,Ni,V,-1.51,221429.00,300563.30
1263.68,Ni,IV,-1.12,145962.50,225096.40
1263.86,Ni,IV,-0.65,145702.20,224824.90
1264.01,Ni,V,-1.17,221087.60,300201.00
1264.10,Mn,VI,-0.20,250527.00,329634.50
1264.23,Co,V,0.42,252385.00,331484.40
1264.24,Co,V,-0.10,261994.00,341093.00
1264.25,Ni,V,-0.98,235736.50,314834.70
1264.30,Cr,IV,-1.58,238447.10,159352.00
1264.31,Fe,V,-1.50,359462.00,280367.20
1264.40,Mn,IV,-0.41,249374.80,170285.80
1264.40,Ni,V,-0.63,263805.80,342894.60
1264.45,Ni,V,-0.63,212455.70,291541.70
1264.50,Fe,IV,-1.93,137949.29,217031.89
1264.50,Ni,V,0.32,164525.90,243608.50
1264.53,Ni,V,-0.40,208046.40,287127.20
1264.62,Ni,V,-2.02,212253.40,291328.50
1264.74,Cr,VI,-0.76,402888.60,481956.00
1264.77,Ni,V,-0.10,243370.50,322436.40
1264.81,Fe,V,-0.78,363753.70,284690.30
1264.83,Co,V,0.15,241582.40,320644.60
1264.89,Co,V,-1.28,236158.00,315216.10
1264.93,Ni,V,-1.38,232910.80,311966.50
1264.94,Ni,V,-0.26,247281.80,326337.10
1265.14,Ti,IV,-1.19,196804.27,275847.01
1265.29,Ni,VI,-0.25,339335.80,418368.80
1265.30,Co,V,-0.34,262077.30,341110.00
1265.38,Co,VI,-0.31,298974.60,378002.00
1265.57,Co,V,-0.85,262077.30,341093.00
1265.67,Ni,V,0.64,241773.60,320783.10
1265.72,Ni,V,0.06,234275.20,313281.30
1265.87,Fe,VI,-0.15,262368.40,341365.30
1265.88,Ni,V,-2.09,208131.00,287127.20
1265.92,Fe,V,-0.34,390174.50,311180.90
1266.10,Fe,VI,0.29,280901.50,359884.00
1266.11,Ni,V,-1.44,246240.90,325222.90
1266.13,Fe,V,-2.39,364454.90,285474.00
1266.13,Ni,V,0.01,247049.10,326029.90
1266.16,Fe,V,-1.79,213534.10,292513.20
1266.27,Ti,IV,-1.02,196889.96,275861.94
1266.41,Ni,V,0.45,208163.70,287127.20
1266.52,Fe,V,-1.12,204729.90,283686.30
1266.56,Cr,IV,-1.49,251137.80,172184.00
1266.71,Ni,V,-0.26,240193.80,319138.70
1266.72,Fe,V,-1.14,366564.40,287620.20
1266.79,Ni,V,-1.78,240959.60,319899.10
1266.88,Co,V,-1.46,236158.00,315092.20
1266.88,Ni,V,-0.05,212455.70,291390.00
1267.02,Co,V,-0.48,206108.50,285033.70
1267.03,Ni,V,-0.47,247104.90,326029.90
1267.09,Co,V,-0.61,216820.50,295741.80
1267.17,Ni,V,-1.04,236454.10,315370.10
1267.23,Co,V,-0.81,262077.30,340989.50
1267.23,Ni,V,-0.22,236454.10,315366.10
1267.29,Ni,V,0.32,229408.80,308317.30
1267.31,Ni,V,-0.04,246240.90,325148.40
1267.42,Co,V,-0.50,217171.00,296071.40
1267.53,Co,V,-0.12,206962.20,285855.70
1267.64,Cr,IV,-1.50,255803.60,176916.70
1267.67,Cr,IV,-0.26,239822.20,160937.40
1267.68,Co,V,-1.36,235961.10,314845.50
1267.73,Cr,IV,-0.89,241182.50,162301.40
1267.80,Ni,V,0.38,229440.60,308317.30
1267.88,Ni,V,-0.15,236454.10,315326.20
1267.99,Ni,V,-0.84,247165.00,326029.90
1268.05,Fe,V,-2.12,215782.60,294644.00
1268.09,Co,V,-0.93,236431.20,315289.80
1268.09,Co,V,0.00,206476.00,285335.00
1268.18,Ni,V,-0.02,274695.40,353548.70
1268.36,Fe,V,-1.16,390022.60,311180.90
1268.58,Ni,V,-1.26,234125.40,312953.60
1268.76,Ni,V,-0.64,247165.00,325982.20
1268.76,Ni,V,-1.53,241082.20,319899.10
1268.87,Ni,V,0.30,274738.60,353548.70
1268.95,Co,V,-1.19,238106.20,316911.60
1269.05,Ni,IV,-0.70,145962.50,224761.50
1269.10,Ni,V,-1.80,221429.00,300224.90
1269.12,Ni,VI,-0.82,309054.90,387849.90
1269.23,Ni,V,-0.29,235420.60,314208.80
1269.39,Ni,V,0.25,241082.20,319860.40
1269.48,Co,V,-0.32,206476.00,285248.10
1269.53,Co,V,-1.94,241875.40,320644.60
1269.55,Co,VI,-0.04,303788.50,382556.80
1269.58,Ni,V,-1.85,242290.40,321056.40
1269.62,Ni,V,-1.25,234125.40,312889.40
1269.63,Ni,IV,-1.00,146061.50,224824.90
1269.66,Ni,IV,-0.93,145702.20,224463.60
1269.76,Co,V,-0.16,268877.00,347632.30
1269.79,Fe,V,-1.49,213534.10,292287.60
1269.85,Ni,V,-0.54,216189.90,294939.60
1269.87,Ni,IV,-0.92,152343.70,231091.80
1269.87,Ni,V,-1.18,247281.80,326029.90
1269.89,Co,V,-0.81,238164.60,316911.60
1270.17,Co,V,-1.06,238129.60,316859.20
1270.20,Ni,V,0.00,242290.40,321018.30
1270.37,Co,V,-0.61,217713.20,296430.20
1270.43,Mn,V,-1.13,183538.80,262252.00
1270.47,Fe,V,-0.93,204975.40,283686.30
1270.68,Cr,IV,-1.58,238561.30,159863.60
1270.68,Ni,V,0.71,229440.60,308138.80
1270.73,Co,V,-0.73,238164.60,316859.20
1270.76,Fe,IV,-1.74,138338.83,217031.89
1270.76,Ni,V,-1.49,240959.60,319652.70
1270.82,Co,V,-0.54,216820.50,295510.00
1270.96,Co,V,-0.41,206962.20,285643.00
1271.10,Fe,VI,-0.03,282035.00,360707.10
1271.28,Ni,V,-0.66,212095.80,290757.00
1271.28,Ni,V,-1.71,240959.60,319620.20
1271.38,Co,V,-2.07,238106.20,316761.00
1271.41,Co,V,-0.59,238259.10,316911.60
1271.43,Ni,V,0.24,274695.40,353347.10
1271.50,Cr,IV,-2.40,237999.50,159352.00
1271.53,Cr,IV,-1.74,239582.80,160937.40
1271.56,Fe,V,-2.00,209523.90,288167.20
1271.57,Ni,V,-1.57,251654.90,330297.60
1271.59,Ni,V,-2.09,212455.70,291097.70
1271.64,Ni,V,-1.09,268273.90,346912.40
1271.76,Co,V,-0.89,238129.60,316761.00
1271.77,Ni,IV,-1.36,146194.30,224824.90
1271.85,Co,V,-0.99,235199.90,313825.80
1272.04,Ni,V,-0.26,234275.20,312889.40
1272.07,Fe,VI,0.55,264118.30,342730.60
1272.44,Mn,VI,0.07,251403.00,329992.00
1272.63,Ni,V,-0.09,242504.30,321081.90
1272.66,Ni,V,-0.83,208131.00,286706.60
1272.69,Ni,V,-0.21,274773.50,353347.10
1272.75,Ni,V,-0.78,235116.50,313686.60
1272.86,Fe,VI,-0.58,281217.80,359781.30
1272.87,Ni,V,-0.92,235116.50,313679.00
1272.99,Cr,IV,-0.11,239541.40,160986.50
1273.14,Co,V,-1.06,238390.30,316936.20
1273.20,Ni,V,0.39,208164.60,286706.60
1273.54,Co,V,-2.00,238390.30,316911.60
1273.54,V_,IV,-1.05,222794.60,144273.10
1273.83,Ni,V,0.02,212253.40,290757.00
1273.84,Fe,VI,-0.43,261841.40,340344.00
1273.84,Ni,V,-1.33,234275.20,312778.20
1273.86,Cr,IV,-1.51,251137.80,172636.40
1273.90,Ni,V,-0.04,235420.60,313919.80
1274.01,Co,V,-0.74,236353.10,314845.50
1274.13,Co,IV,-1.53,144509.60,222994.20
1274.15,Fe,V,-0.31,390022.60,311538.70
1274.26,Ni,V,-0.03,234412.70,312889.40
1274.27,Fe,V,-1.16,364664.30,286187.70
1274.84,Co,V,0.42,252331.90,330773.40
1274.90,Co,V,-1.07,241174.10,319611.90
1274.91,Cr,IV,-1.34,252532.80,174096.20
1275.02,Cr,IV,-0.84,255836.90,177406.50
1275.03,Co,V,-0.77,241582.40,320012.10
1275.05,Ni,VI,-0.58,337993.90,416422.30
1275.58,Ni,V,-1.62,217048.70,295444.30
1275.67,Mn,VI,0.82,447701.80,526092.00
1275.70,Co,V,-0.57,252385.00,330773.40
1275.82,Cr,IV,-1.48,251017.30,172636.40
1275.83,Ni,V,-1.22,236454.10,314834.70
1275.90,Ni,V,-0.16,274695.40,353071.60
1275.95,Co,V,0.02,206962.20,285335.00
1276.07,Ni,V,-0.60,234412.70,312778.20
1276.19,Co,V,0.02,217713.20,296071.40
1276.21,Co,V,-0.37,242765.00,321122.20
1276.43,Ni,V,0.30,216596.00,294939.60
1276.50,Co,V,-0.50,217171.00,295510.00
1276.60,Ni,V,-0.27,274738.60,353071.60
1276.64,Fe,V,-1.93,209110.10,287440.50
1276.70,Cr,IV,-0.52,239822.20,161495.30
1276.76,Co,V,-1.12,241174.10,319497.20
1276.78,Co,V,-0.78,238259.10,316581.00
1276.84,Mn,V,-1.98,194664.40,272982.90
1276.88,Fe,VI,0.34,264118.30,342434.40
1276.89,Ni,V,-1.52,217129.10,295444.30
1276.96,Ni,V,0.17,164525.90,242837.00
1276.97,Cr,V,-2.20,318227.60,239917.50
1277.02,Co,V,0.33,207548.50,285855.70
1277.07,Fe,VI,-0.39,281477.00,359781.30
1277.12,Co,VI,-1.25,311916.00,390217.50
1277.15,Co,VI,-0.70,310736.80,389036.00
1277.17,Ni,V,0.12,274773.50,353071.60
1277.31,Fe,VI,-0.90,270672.60,348962.10
1277.52,Ni,V,-1.52,247281.80,325558.60
1277.61,Fe,V,-2.04,208838.20,287109.60
1277.64,Ni,IV,-1.63,146194.30,224463.60
1277.66,Ni,IV,-2.50,147635.90,225903.70
1277.86,Cr,IV,-1.16,255662.30,177406.50
1278.19,Ni,VI,-0.49,339482.40,417717.70
1278.22,Ni,VI,-1.66,344203.50,422437.20
1278.23,Fe,V,-0.75,364664.30,286431.30
1278.29,Fe,VI,0.12,263135.90,341365.30
1278.39,Ni,V,-0.46,242290.40,320513.80
1278.76,Mn,V,-1.02,184635.60,262836.10
1278.87,Ni,V,-0.01,242862.60,321056.40
1278.92,Co,V,-0.84,238390.30,316581.00
1278.97,Ni,V,-1.46,234275.20,312463.30
1279.05,Ni,V,-0.48,235736.50,313919.80
1279.11,Ni,V,-1.36,240959.60,319138.70
1279.20,Ni,V,-0.88,247049.10,325222.90
1279.33,Ni,V,0.21,212095.80,290262.00
1279.38,Ni,V,-1.24,247049.10,325211.90
1279.57,Co,V,-0.25,206108.50,284259.90
1279.59,Fe,V,-0.80,205536.40,283686.30
1279.63,Co,V,-0.89,238106.20,316254.00
1279.67,Ni,V,-1.07,236454.10,314599.20
1279.72,Ni,V,0.30,208151.50,286293.60
1279.73,Cr,IV,-1.27,238447.10,160305.40
1279.81,Co,V,-0.16,241875.40,320012.10
1279.92,Ni,V,-1.33,208163.70,286293.60
1279.93,Ni,V,-1.86,208164.60,286293.60
1280.01,Ni,V,-1.29,239107.70,317232.00
1280.06,Ni,V,-1.90,251654.90,329776.30
1280.12,Ni,V,-0.13,247104.90,325222.90
1280.14,Ni,V,0.31,240959.60,319076.20
1280.27,Ni,V,-0.93,236454.10,314562.80
1280.30,Ni,V,-0.84,247104.90,325211.90
1280.38,Co,V,-1.00,236353.10,314454.80
1280.47,Fe,V,-0.56,209523.90,287620.20
1280.63,Ni,V,-1.50,241773.60,319860.40
1280.79,Ti,IV,-1.95,196804.27,274881.21
1280.86,Co,V,-1.22,238106.20,316178.90
1280.96,Co,V,-0.30,243455.20,321521.40
1280.97,Cr,IV,-1.27,239822.20,161756.30
1281.10,Ti,V,-1.32,494035.70,572093.90
1281.12,Ni,V,-1.65,241082.20,319138.70
1281.22,Cr,IV,-0.44,265031.60,186980.80
1281.22,Ni,V,-0.66,234412.70,312463.30
1281.28,Ni,V,-0.16,247165.00,325211.90
1281.29,Cr,IV,-0.59,239541.40,161495.30
1281.33,Ni,V,-0.83,235420.60,313464.70
1281.42,Cr,VI,0.27,572272.30,650310.80
1281.45,Co,V,-1.28,248098.90,326135.60
1281.45,Cr,VI,0.36,572274.40,650310.80
1281.55,Ca,III,-1.91,281882.24,203851.95
1281.55,Ti,V,-1.09,492567.10,570597.80
1281.56,Fe,IV,-1.50,167712.50,245742.29
1281.57,Co,V,-1.35,241582.40,319611.90
1281.58,Co,V,-0.31,217713.20,295741.80
1281.65,Fe,V,-1.47,208838.20,286862.70
1281.66,Fe,V,-2.45,364454.90,286431.30
1281.67,Co,V,0.33,218407.20,296430.20
1281.82,Co,V,-0.47,238164.60,316178.90
1282.06,Fe,V,-1.05,209110.10,287109.60
1282.13,Co,V,-1.47,238259.10,316254.00
1282.15,Ni,V,-1.43,241082.20,319076.20
1282.18,Fe,V,-1.25,216652.10,294644.00
1282.19,Ti,IV,-0.99,196889.96,274881.21
1282.20,Ni,V,0.17,229408.80,307399.70
1282.27,Ni,V,0.07,229413.00,307399.70
1282.43,Cr,IV,-1.20,251342.70,173366.00
1282.44,Cr,V,-1.33,317893.80,239917.50
1282.45,Fe,VI,-0.04,262368.40,340344.00
1282.71,Ni,IV,-0.52,146061.50,224021.30
1282.72,Ni,V,0.03,229440.60,307399.70
1282.87,Ni,V,-1.12,235736.50,313686.60
1283.00,Ni,V,-1.56,235736.50,313679.00
1283.02,Ni,V,-1.27,247281.80,325222.90
1283.05,Mn,V,-1.97,184635.60,262574.90
1283.18,Ni,V,-0.14,247049.10,324980.20
1283.33,Ti,IV,-1.25,196804.27,274726.29
1283.39,Fe,VI,-0.41,281477.00,359395.90
1283.47,Ti,V,-1.25,499336.20,577249.80
1283.54,Mn,V,-2.01,195302.70,273212.30
1283.61,Fe,V,-1.42,233633.60,311538.70
1283.64,Co,V,-0.47,255002.90,332906.60
1283.78,Fe,V,-1.20,385183.90,307288.70
1283.85,Ni,V,-2.15,217048.70,294939.60
1283.86,Ni,IV,-1.45,144815.10,222705.50
1284.11,Fe,V,-0.78,204729.90,282604.80
1284.14,Ni,VI,-0.44,309977.10,387849.90
1284.23,Ni,IV,-1.36,146153.80,224021.30
1284.26,Co,V,-2.13,236353.10,314219.10
1284.30,Co,V,-0.47,238390.30,316254.00
1284.33,Co,V,-1.49,248698.20,326560.00
1284.47,Ni,V,0.14,216590.50,294443.30
1284.54,Co,V,-0.68,241875.40,319724.10
1284.57,Ni,V,-0.43,216596.00,294443.30
1284.71,Ni,V,-1.84,217101.00,294939.60
1284.79,Ni,VI,-0.66,308323.80,386157.30
1284.79,Ni,VI,-1.78,351033.00,428866.50
1285.09,Ni,V,-1.05,243266.20,321081.90
1285.10,Mn,VI,0.32,255239.70,333054.50
1285.17,Ni,V,-1.85,217129.10,294939.60
1285.32,Fe,V,-1.45,364664.30,286862.70
1285.36,Fe,VI,0.32,263135.90,340935.00
1285.43,Cr,IV,-1.23,238100.40,160305.40
1285.57,Co,V,-0.43,207548.50,285335.00
1285.59,Cr,IV,-0.36,239541.40,161756.30
1285.61,Co,V,-0.55,206476.00,284259.90
1285.66,Co,V,0.15,289495.10,367276.40
1285.67,Ti,IV,-1.28,308705.00,230924.38
1285.79,Ni,V,0.07,253905.20,331678.20
1285.92,Fe,V,-0.89,212818.10,290583.70
1286.10,Ni,V,-0.04,236454.10,314208.80
1286.14,Ni,V,-0.94,243266.20,321018.30
1286.17,Ni,V,-0.69,243331.50,321081.90
1286.35,Co,V,-0.45,238129.60,315868.70
1286.36,Co,V,-0.05,241985.30,319724.10
1286.37,Ti,III,-0.25,420.40,78158.61
1286.38,Co,V,0.38,251582.20,329319.80
1286.45,Ni,V,-0.75,234275.20,312008.30
1286.53,Ca,III,-1.31,282571.43,204842.64
1286.81,Ni,V,-1.22,243370.50,321081.90
1286.93,Co,V,0.39,248855.90,326560.00
1287.03,Fe,VI,-0.09,261841.40,339539.80
1287.03,Ni,V,-0.82,247281.80,324980.20
1287.05,Fe,V,-0.48,213534.10,291231.40
1287.10,Cr,IV,0.41,237999.50,160305.40
1287.11,Fe,V,-1.03,204729.90,282423.50
1287.17,Fe,V,-1.87,233848.90,311538.70
1287.22,Cr,IV,-1.29,252532.80,174846.20
1287.23,Ni,V,-1.39,243370.50,321056.40
1287.24,Ni,V,-0.89,246240.90,323926.30
1287.55,Co,V,-2.48,243455.20,321122.20
1287.55,Ni,V,0.05,232545.90,310212.60
1287.60,Co,V,-0.36,218407.20,296071.40
1287.60,Cr,IV,-0.76,251095.60,173431.90
1287.63,Ni,V,0.18,268273.90,345936.10
1287.64,Ni,V,-0.42,235116.50,312778.20
1287.81,Ni,V,-0.14,216434.70,294086.00
1287.87,Ni,V,-1.25,243370.50,321018.30
1288.17,Fe,V,-0.54,204975.40,282604.80
1288.26,Cr,IV,0.56,238561.30,160937.40
1288.29,Fe,VI,-1.28,281477.00,359099.30
1288.36,Co,V,-0.98,251701.50,329319.80
1288.36,Cr,IV,-0.45,254534.60,176916.70
1288.38,Ni,V,-0.81,221429.00,299045.60
1288.43,Co,V,-1.39,255292.50,332906.60
1288.51,Co,V,-1.36,276608.80,354218.10
1288.52,Ni,V,-0.34,242290.40,319899.10
1288.77,Fe,V,-2.13,208838.20,286431.30
1288.83,Fe,V,-1.30,212818.10,290407.70
1288.87,Fe,V,-2.27,408954.20,331367.00
1288.90,Cr,IV,-1.04,251017.30,173431.90
1288.95,Fe,V,-1.65,213649.20,291231.40
1289.16,Co,V,-0.38,248698.20,326267.90
1289.41,Fe,V,-1.50,364664.30,287109.60
1289.43,Ni,V,-0.81,234412.70,311966.50
1289.47,Co,V,-1.28,238106.20,315657.50
1289.54,Fe,V,-1.96,233633.60,311180.90
1289.76,Co,VI,-0.67,283961.00,361495.10
1289.77,Ni,V,-0.17,235420.60,312953.60
1289.83,Cr,IV,-0.52,265048.60,187519.00
1289.98,Co,VI,-0.56,307482.70,385003.30
1289.98,Cr,IV,0.15,239822.20,162301.40
1290.10,Fe,V,-1.59,258434.10,335947.40
1290.11,Cr,IV,-1.43,265031.60,187519.00
1290.13,Fe,V,-1.87,234027.40,311538.70
1290.14,Co,VI,-0.79,282948.00,360458.80
1290.16,Cr,IV,-0.27,238447.10,160937.40
1290.21,Co,V,-1.31,241582.40,319088.90
1290.31,Ni,IV,-1.35,147635.90,225136.90
1290.40,Ni,V,-0.35,216590.50,294086.00
1290.44,Co,V,-1.05,238164.60,315657.50
1290.49,Ni,V,-1.62,216596.00,294086.00
1290.56,Co,V,-0.69,248098.90,325584.50
1290.78,Co,V,-0.72,236353.10,313825.80
1290.83,Co,V,-1.56,242765.00,320234.50
1290.98,Cr,IV,-1.65,238447.10,160986.50
1291.19,Fe,V,-0.89,204975.40,282423.50
1291.20,Co,V,0.56,277192.40,354639.60
1291.38,Cr,IV,-0.79,251095.60,173659.10
1291.44,Fe,VI,-0.58,280901.50,358334.60
1291.61,Co,V,-0.68,255484.10,332906.60
1291.67,Co,V,-1.37,236158.00,313577.10
1291.88,Ni,V,-0.55,232545.90,309952.50
1291.94,Co,IV,-1.21,137336.40,214739.10
1292.00,Co,V,0.21,289449.20,366848.80
1292.01,Ni,V,-0.51,216434.70,293833.80
1292.02,Co,V,-0.64,238259.10,315657.50
1292.08,Ni,V,-0.42,242504.30,319899.10
1292.47,Cr,IV,0.61,250007.70,172636.40
1292.59,Fe,V,-1.13,385008.30,307644.40
1292.64,Fe,VI,-0.83,282035.00,359395.90
1292.69,Cr,IV,-0.46,251017.30,173659.10
1292.76,Co,V,-0.38,289495.10,366848.80
1292.83,Co,V,-0.85,235961.10,313311.00
1293.13,Fe,V,-1.64,233848.90,311180.90
1293.16,Ni,V,-0.39,242290.40,319620.20
1293.17,Co,IV,-0.84,169800.90,247130.40
1293.22,Ti,III,0.03,420.40,77746.44
1293.31,Fe,V,-0.84,209110.10,286431.30
1293.35,Fe,V,-1.46,258628.50,335947.40
1293.36,Co,V,-1.43,235199.90,312518.00
1293.37,Co,V,-1.66,235961.10,313278.70
1293.38,Fe,V,-0.59,208838.20,286154.90
1293.70,Co,V,-0.71,206962.20,284259.90
1293.71,Ti,V,-1.05,493300.50,570597.80
1293.82,Co,IV,-0.57,169800.90,247091.40
1293.87,Ca,III,-2.04,281139.55,203851.95
1294.02,Co,V,0.29,249006.80,326285.10
1294.21,Mn,V,-2.14,183538.80,260806.20
1294.52,Co,V,-0.41,277330.20,354579.00
1294.54,Ni,V,-0.51,243266.20,320513.80
1294.55,Co,V,-0.72,242765.00,320012.10
1294.55,Fe,VI,-0.43,264118.30,341365.30
1294.67,Cr,IV,-0.75,239541.40,162301.40
