#list of all IG-element (stages II-V) transitions found in PG0909+276
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1590.72,Co,IV,-1.85,156395.40,219260.10
1590.72,Ni,III,-1.57,198214.87,135350.33
1590.75,Cr,III,-1.03,174508.25,111644.76
1590.75,Cr,III,-1.76,65891.35,128754.62
1590.77,Mn,III,-0.86,174464.07,111601.45
1590.86,Fe,IV,-0.99,156012.29,218871.21
1590.90,Co,IV,-0.11,151040.60,213897.90
1590.93,Co,IV,-0.72,160404.30,223260.70
1590.98,Ni,III,-1.29,202107.90,139253.70
1591.07,Co,IV,-0.19,158423.40,221274.10
1591.07,Fe,IV,-0.18,160778.60,223629.59
1591.12,Cr,III,-0.09,171644.58,108795.84
1591.22,Cr,III,-1.65,157220.97,94376.29
1591.23,Ni,IV,-1.16,159818.40,222662.90
1591.24,Cr,III,-0.48,179813.26,116969.09
1591.27,Co,III,-1.73,77384.30,140227.10
1591.32,Co,IV,-0.02,160351.40,223192.40
1591.34,Mn,III,-0.40,175918.50,113078.34
1591.41,Ni,V,-0.96,234082.10,296919.30
1591.51,Fe,IV,0.56,201178.05,264011.54
1591.55,Mn,III,-0.84,179683.61,116851.69
1591.57,Co,V,-0.88,252385.00,315216.10
1591.71,Cr,V,0.33,167491.00,230316.30
1591.73,Co,V,-1.23,261994.00,324818.60
1591.76,Co,III,-0.63,173194.90,110371.50
1591.80,Fe,III,-0.07,179759.49,116937.57
1591.80,Fe,IV,-0.59,156049.32,218871.21
1591.88,Fe,IV,0.23,190435.47,253254.37
1591.88,Fe,IV,0.37,196220.71,259039.72
1591.93,Mn,III,-0.39,174874.50,112057.80
1591.93,Ni,IV,-0.17,145192.10,208009.10
1591.96,Co,III,-1.19,169770.30,106954.80
1592.05,Fe,IV,0.45,159342.88,222154.99
1592.33,Fe,IV,-0.84,165392.58,228193.67
1592.39,Cr,III,-0.15,159185.10,96386.31
1592.49,Cr,III,-0.51,171256.17,108461.40
1592.53,Ni,III,-2.23,55952.21,118745.25
1592.54,Cr,III,-0.92,179761.92,116969.09
1592.58,Mn,IV,-0.37,130969.50,193760.70
1592.66,Co,IV,-1.23,160404.30,223192.40
1592.71,Mn,V,-1.13,183538.80,246324.70
1592.72,Fe,III,-0.07,179760.72,116974.99
1592.73,Fe,IV,-1.49,165804.47,228589.67
1592.78,Cr,III,-0.58,159497.34,96714.04
1592.83,Co,V,-0.78,248698.20,311479.60
1592.92,Co,IV,-0.21,132828.70,195606.50
1592.93,Cr,III,0.01,181677.95,118900.53
1593.06,Mn,V,-1.16,194664.40,257436.80
1593.08,Fe,IV,-0.76,160778.60,223550.14
1593.12,Co,IV,-1.33,140863.50,203633.30
1593.19,Cr,III,0.02,172712.07,109944.98
1593.30,Co,III,-2.21,169527.70,106765.00
1593.30,Ni,III,-1.77,183035.25,120272.32
1593.32,Co,III,-1.18,173133.50,110371.50
1593.34,Fe,IV,-1.00,171345.33,234106.72
1593.36,Co,III,-1.36,77624.00,140384.30
1593.41,Ni,IV,-1.49,146153.80,208912.10
1593.44,Co,IV,-0.08,141076.00,203833.40
1593.61,Co,IV,-0.35,132952.60,195703.10
1593.69,Fe,IV,-2.08,156123.77,218871.21
1593.74,Fe,III,-0.20,179682.94,116937.57
1593.83,Ni,IV,-0.34,151574.70,214316.80
1593.90,Ni,IV,-1.56,146194.30,208933.60
1593.91,Co,V,-0.87,268885.80,331624.40
1593.91,Ni,V,-1.54,234275.20,297013.90
1593.98,Mn,III,-0.63,176945.20,114209.01
1594.05,Fe,IV,-1.42,155744.87,218478.36
1594.31,Co,III,-1.41,168688.90,105965.80
1594.44,Ni,IV,-1.93,146194.30,208912.10
1594.53,Co,IV,-0.02,102773.90,165488.50
1594.54,Mn,III,-0.99,176390.67,113676.53
1594.60,Cr,III,-1.07,179813.26,117101.58
1594.66,Mn,IV,-0.20,131170.10,193879.40
1594.69,Co,IV,-0.78,158359.90,221068.10
1594.69,Fe,III,-0.64,179682.94,116974.99
1594.73,Cr,IV,-1.98,118571.50,181277.90
1594.74,Cr,III,-1.28,159804.33,97098.28
1594.74,Fe,IV,-0.52,196875.62,259581.64
1594.75,Co,IV,-0.21,154012.20,216717.80
1594.85,Fe,III,-0.13,179676.89,116974.99
1594.88,Fe,IV,-2.01,165493.10,228193.67
1594.92,Fe,IV,0.20,201178.05,263876.91
1594.93,Co,III,-1.91,169996.00,107297.20
1594.95,Co,III,-0.73,77122.40,139820.40
1594.97,Co,IV,0.10,140863.50,203560.60
1595.03,Cr,IV,-0.87,109941.50,172636.40
1595.07,Mn,IV,-0.05,131462.50,194155.70
1595.08,Cr,III,-0.54,174337.60,111644.76
1595.09,Mn,III,-0.68,174575.87,111883.60
1595.13,Fe,III,-1.84,179759.49,117068.59
1595.17,Fe,III,-0.26,179757.98,117068.59
1595.29,Ni,III,-1.72,79749.22,142433.95
1595.43,Ni,III,-0.59,121192.93,183872.00
1595.54,Fe,III,-0.81,199884.39,137209.57
1595.55,Cr,IV,-0.77,110691.80,173366.00
1595.59,Fe,III,0.05,151757.67,89084.95
1595.65,Co,IV,-2.12,152161.10,214831.60
1595.67,Ni,IV,-1.05,148358.20,211027.60
1595.68,Ni,III,-1.08,201156.60,138487.40
1595.69,Ni,IV,-1.85,145962.50,208631.30
1595.80,Fe,IV,0.17,201212.22,263876.91
1595.85,Co,IV,-1.29,220548.50,283211.10
1595.88,Cr,III,-1.52,159375.25,96714.04
1595.91,Cr,III,-2.32,179761.92,117101.58
1595.91,Mn,III,-1.23,174436.59,111776.60
1596.01,Ni,III,-1.38,201508.40,138852.20
1596.06,Fe,IV,0.19,164950.50,227604.73
1596.07,Co,IV,-0.79,132952.60,195606.50
1596.07,Ni,IV,-2.25,145192.10,207846.20
1596.14,Cr,III,-0.40,174508.25,111856.97
1596.17,Cr,III,-1.64,179432.10,116782.05
1596.18,Co,IV,-2.12,163717.90,226367.60
1596.21,Mn,III,-0.34,179228.69,116580.17
1596.23,Co,III,-0.61,173609.30,110961.60
1596.23,Mn,III,-0.36,179339.59,116692.14
1596.30,Co,IV,0.01,158423.40,221068.10
1596.31,Cr,III,-1.33,159030.88,96386.31
1596.40,Co,III,-1.97,169595.90,106954.80
1596.51,Co,IV,0.31,160404.30,223041.10
1596.52,Co,III,-1.03,169591.00,106954.80
1596.53,Cr,III,0.18,159734.01,97098.28
1596.61,Ni,IV,-1.48,145962.50,208595.30
1596.62,Co,IV,-0.49,157513.10,220145.60
1596.67,Fe,IV,0.09,171476.39,234106.72
1596.72,Co,IV,-1.63,154012.20,216640.40
1596.79,Co,IV,-0.43,152113.30,214739.10
1596.87,Mn,V,-0.31,183538.80,246161.20
1596.94,Mn,III,0.29,179683.61,117063.74
1597.06,Ni,III,-1.44,76237.25,138852.20
1597.07,Co,IV,-0.41,163752.90,226367.60
1597.11,Co,III,-2.08,72084.60,134697.70
1597.12,Cr,III,-0.63,159734.01,97121.42
1597.14,Cr,III,-1.19,181210.95,118599.11
1597.15,Ni,IV,-1.56,171408.00,234019.50
1597.23,Fe,III,-0.76,179676.89,117068.59
1597.26,Cr,III,-2.05,84483.43,147090.73
1597.26,Fe,IV,-1.70,158738.69,221346.06
1597.28,Fe,III,-1.38,186303.44,123696.95
1597.31,Cr,III,-2.05,49767.47,112372.88
1597.37,Co,III,-1.18,77624.00,140227.10
1597.40,Fe,IV,-1.01,156012.29,218613.88
1597.45,Cr,III,-1.48,179132.57,116532.95
1597.49,Cr,III,0.10,159312.34,96714.04
1597.62,Ni,III,-2.24,54657.83,117250.80
1597.63,Fe,III,-0.19,179661.48,117068.59
1597.68,Co,IV,0.49,162889.00,225479.80
1597.68,Mn,IV,-1.75,131170.10,193760.70
1597.72,Mn,III,-0.47,176265.78,113676.53
1597.73,Mn,III,-0.35,176683.76,114094.97
1597.82,Ni,IV,-1.95,148358.20,210943.60
1597.87,Cr,III,-0.52,171379.10,108795.84
1597.91,Fe,IV,-1.17,158738.69,221320.54
1597.91,Ni,III,-1.72,78303.54,140885.15
1598.01,Co,IV,-2.35,152161.10,214739.10
1598.01,Fe,IV,0.48,183164.49,245742.29
1598.07,Cr,III,-0.32,159497.34,96922.02
1598.08,Ni,III,-1.00,71067.35,133642.58
1598.27,Co,III,-0.72,173851.10,111283.40
1598.28,Co,IV,-1.24,152264.20,214831.60
1598.29,Ni,IV,-0.80,152343.70,214910.50
1598.30,Ni,IV,-2.19,156294.00,218860.60
1598.35,Fe,IV,-0.95,156049.32,218613.88
1598.35,Sc,IV,-1.13,378418.60,440983.00
1598.38,Ni,V,-0.92,246240.90,308804.10
1598.53,Co,IV,-0.87,141076.00,203633.30
1598.54,Fe,IV,-0.62,154474.85,217031.89
1598.56,Fe,V,-0.69,212818.10,275374.30
1598.56,Mn,III,-1.05,174332.91,111776.60
1598.64,Mn,III,-0.67,174436.59,111883.60
1598.72,Cr,IV,-1.33,118727.80,181277.90
1598.82,Fe,V,-0.58,195196.30,257742.30
1598.90,Co,IV,-1.85,144509.60,207052.60
1599.00,Co,IV,-0.76,157513.10,220052.20
1599.01,Cr,III,-0.26,159312.34,96773.47
1599.07,Mn,III,-0.49,179228.69,116692.14
1599.16,Mn,III,-0.66,176209.15,113676.53
1599.28,Co,IV,-1.84,136362.90,198890.90
1599.30,Co,IV,-1.11,158423.40,220950.80
1599.30,Co,IV,-2.41,158359.90,220887.10
1599.33,Ni,IV,-1.73,151574.70,214101.00
1599.38,Ni,III,-0.17,121192.93,183717.00
1599.54,Mn,III,-0.62,174575.87,112057.80
1599.55,Co,V,-2.23,251701.50,314219.10
1599.57,Cr,III,-0.50,178967.95,116451.19
1599.58,Co,V,-1.64,218407.20,280923.50
1599.61,Cr,III,-1.09,171379.10,108863.78
1599.61,Cr,IV,-2.27,118727.80,181243.10
1599.62,Ni,IV,-1.38,159818.40,222333.30
1599.83,Co,IV,-0.64,140863.50,203370.30
1600.08,Co,IV,-1.93,163870.60,226367.60
1600.21,Co,IV,-2.08,137325.60,199817.30
1600.29,Cr,IV,-0.41,250007.70,187519.00
1600.29,Fe,IV,-0.96,162087.81,224576.43
1600.31,Mn,III,-0.16,179339.59,116851.69
1600.31,Ni,III,-1.46,53703.93,116191.93
1600.36,Mn,III,-1.67,176695.06,114209.01
1600.41,Co,III,-1.62,168449.60,105965.80
1600.41,Co,IV,-0.69,144509.60,206993.60
1600.49,Co,IV,-0.86,156395.40,218876.30
1600.50,Fe,IV,-0.19,158738.69,221219.29
1600.51,Mn,IV,0.29,137853.00,200333.20
1600.52,Co,IV,-2.34,136612.50,199092.40
1600.56,Fe,IV,0.09,190406.45,252884.48
1600.58,Fe,IV,-0.38,156123.77,218601.03
1600.67,Ti,IV,-1.67,212407.34,274881.21
1600.72,Ti,V,-1.18,506224.70,443752.70
1600.74,Mn,III,-1.58,174247.63,111776.60
1600.80,Mn,III,-1.04,176970.01,114501.18
1601.01,Ni,III,-0.05,121411.60,183872.00
1601.21,Fe,III,0.59,151537.80,89084.95
1601.22,Co,IV,0.19,102773.90,165226.20
1601.26,Fe,IV,-0.24,155744.87,218195.66
1601.26,Fe,IV,-0.56,171476.39,233927.12
1601.26,Ni,V,-1.13,229440.60,291891.40
1601.28,Fe,III,-0.73,151534.90,89084.95
1601.30,Fe,III,0.07,151534.13,89084.95
1601.30,Mn,III,-1.21,174332.91,111883.60
1601.31,Fe,IV,-0.88,190435.47,252884.48
1601.32,Ni,V,-1.29,234125.40,296574.00
1601.43,Mn,III,0.09,176945.20,114501.18
1601.44,Co,IV,-1.23,160404.30,222848.10
1601.45,Mn,III,0.59,195415.20,132971.99
1601.50,Fe,IV,-0.37,171345.33,233786.72
1601.60,Mn,IV,-0.75,137853.00,200290.40
1601.64,Co,III,-1.51,77384.30,139820.40
1601.65,Fe,IV,0.25,171345.33,233780.86
1601.67,Fe,IV,0.47,196131.19,258566.02
1601.70,Ni,III,-0.81,71067.35,133500.97
1601.74,Mn,III,-0.24,176641.14,114209.01
1601.76,Co,III,-0.39,172802.70,110371.50
1601.82,Fe,IV,-0.46,156049.32,218478.36
1601.86,Co,IV,0.33,158846.70,221274.10
1601.90,Fe,IV,-0.31,165493.10,227919.05
1601.92,V_,IV,0.13,217990.70,155565.50
1601.97,Fe,III,-0.09,151757.67,89334.63
1602.06,Fe,IV,0.20,159227.90,221647.49
1602.13,Mn,IV,-1.77,131462.50,193879.40
1602.16,Cr,III,-1.28,177598.05,115182.15
1602.16,Cr,IV,-1.80,239822.20,177406.50
1602.20,Cr,III,0.16,172921.44,110507.18
1602.27,Cr,III,-0.70,159185.10,96773.47
1602.36,Cr,III,-1.29,171978.87,109570.89
1602.40,Cr,III,-0.60,171379.10,108972.90
1602.40,Mn,III,0.23,174464.07,112057.80
1602.41,Mn,III,0.55,195682.50,133276.40
1602.49,Ni,III,-0.65,78482.43,140885.15
1602.54,Ni,IV,-2.10,146194.30,208595.30
1602.59,Cr,III,0.16,159497.34,97098.28
1602.67,Mn,III,-0.26,176683.76,114287.91
1602.69,Cr,IV,-1.84,236491.40,174096.20
1602.76,Cr,III,-0.66,171256.17,108863.78
1602.80,Ti,IV,-1.14,292999.54,230608.89
1602.81,Cr,III,-0.17,159312.34,96922.02
1602.93,Ni,IV,-2.16,153338.80,215724.50
1602.97,Ni,III,-1.50,75646.61,138030.90
1603.18,Cr,III,0.06,159497.34,97121.42
1603.18,Fe,IV,0.34,156224.88,218601.03
1603.20,Cr,V,0.14,167176.40,229551.70
1603.22,Ni,IV,-1.91,152343.70,214718.10
1603.23,Cr,III,0.10,159734.01,97359.81
1603.33,Cr,III,-0.82,179339.35,116969.09
1603.56,Co,III,-0.61,77384.30,139745.40
1603.58,Mn,IV,0.36,137930.10,200290.40
1603.60,Mn,III,-0.35,174243.33,111883.60
1603.73,Fe,IV,0.15,156123.77,218478.36
1603.77,Mn,III,-0.64,176641.14,114287.91
1603.85,Co,V,-0.70,283592.10,345942.10
1603.92,Ni,III,-2.06,82277.26,144624.55
1604.08,Co,V,-1.61,218407.20,280748.20
1604.13,Mn,IV,-2.15,137853.00,200192.20
1604.22,Fe,IV,-1.28,159010.39,221346.06
1604.31,Co,IV,0.05,144720.30,207052.60
1604.47,Co,III,-0.74,173609.30,111283.40
1604.53,Ni,III,-0.47,71067.35,133390.94
1604.63,Cr,III,-0.47,177036.60,114716.79
1604.65,Ti,IV,-1.97,212407.34,274726.29
1604.67,Fe,IV,0.08,165600.96,227919.05
1604.83,Cr,III,-2.29,191066.66,128754.62
1604.87,Cr,III,-0.10,181210.95,118900.53
1604.88,Fe,IV,0.06,159010.39,221320.54
1604.92,Fe,IV,-1.53,164950.50,227258.80
1604.92,Fe,IV,-1.97,196875.62,259183.82
1604.95,Ni,IV,-2.12,146153.80,208461.00
1605.00,Ni,III,-0.75,121411.60,183717.00
1605.02,Fe,IV,-0.84,159342.88,221647.49
1605.13,Mn,III,-0.53,179152.09,116851.69
1605.15,Co,IV,-1.60,182501.40,244801.00
1605.25,Mn,III,-0.55,176390.67,114094.97
1605.28,Co,IV,-0.89,141076.00,203370.30
1605.32,Co,III,-2.00,168885.50,106592.60
1605.36,Ni,IV,-1.49,121807.70,184099.10
1605.43,Co,IV,-0.54,144764.20,207052.60
1605.55,Mn,III,0.59,172682.64,110398.50
1605.55,Ni,IV,0.15,179655.00,241939.00
1605.67,Ni,IV,-1.89,152343.70,214622.80
1605.68,Fe,IV,-0.25,155744.87,218023.81
1605.79,Mn,III,-0.56,176265.78,113991.31
1605.85,Mn,III,-1.01,174048.89,111776.60
1605.86,Co,III,-1.42,77473.40,139745.40
1605.88,Ni,III,-1.20,79143.01,141414.10
1605.93,Ni,IV,-2.03,146061.50,208330.70
1605.97,Fe,IV,0.31,165392.58,227660.25
1605.98,Fe,III,0.07,201892.44,139625.07
1606.01,Fe,III,-0.32,151757.67,89491.50
1606.01,Fe,III,-0.98,202030.38,139764.26
1606.09,Cr,III,-1.50,159185.10,96922.02
1606.11,Mn,IV,-0.67,137930.10,200192.20
1606.12,Cr,III,-2.07,177932.73,115670.74
1606.12,Mn,V,-0.60,184635.60,246897.60
1606.18,Ca,II,-1.57,87673.72,25414.40
1606.21,Ni,III,-1.37,71384.10,133642.58
1606.34,Fe,IV,-0.65,156224.88,218478.36
1606.40,Ni,IV,-1.17,185967.00,248218.00
1606.59,Ni,IV,-0.14,152343.70,214587.40
1606.62,Cr,IV,-2.27,109941.50,172184.00
1606.62,Fe,IV,-1.68,154185.85,216428.44
1606.71,Co,IV,0.64,152113.30,214352.10
1606.86,Co,III,-0.33,173194.90,110961.60
1606.88,Ni,IV,-1.75,148358.20,210590.60
1606.96,Co,IV,0.24,144764.20,206993.60
1606.97,Fe,IV,-0.54,159010.39,221239.21
1607.01,Ni,IV,-1.13,153313.80,215541.30
1607.03,Cr,V,-1.63,168089.50,230316.30
1607.18,Co,IV,-0.31,163717.90,225938.70
1607.26,Mn,III,-0.71,176209.15,113991.31
1607.33,Ni,IV,-2.28,179724.00,241939.00
1607.40,Co,III,0.02,172583.60,110371.50
1607.40,Fe,IV,-0.64,222840.58,285052.77
1607.43,Ni,IV,-1.44,159818.40,222029.30
1607.49,Fe,IV,-1.37,153651.74,215860.50
1607.64,Ni,IV,-0.91,153313.80,215516.80
1607.65,Ni,IV,-2.03,153338.80,215541.30
1607.65,Ni,IV,-2.15,153533.60,215736.10
1607.69,Fe,IV,0.17,222851.68,285052.77
1607.71,Fe,III,0.20,151534.90,89334.63
1607.71,Ni,III,-1.81,55406.29,117606.35
1607.73,Fe,III,0.37,151534.13,89334.63
1607.77,Fe,IV,-1.11,165720.94,227919.05
1607.81,Co,III,-1.47,77624.00,139820.40
1607.83,Co,IV,-0.23,140863.50,203059.00
1607.83,Fe,V,-0.69,195933.00,258128.50
1607.93,Ni,IV,-0.87,153349.40,215541.30
1607.95,Cr,III,-1.62,159312.34,97121.42
1607.96,Cr,III,-1.31,159497.34,97306.59
1608.04,Co,IV,-0.75,150970.90,213158.60
1608.08,Co,IV,-1.43,163752.90,225938.70
1608.09,Mn,III,-0.01,174243.33,112057.80
1608.15,Fe,IV,-1.58,156012.29,218195.66
1608.19,Mn,III,-0.33,176390.67,114209.01
1608.21,Co,IV,-0.75,157513.10,219694.20
1608.29,Ni,IV,-1.08,153338.80,215516.80
1608.31,Ni,IV,-1.40,146153.80,208330.70
1608.39,Fe,III,-0.38,185003.35,122829.45
1608.44,Co,III,-0.38,173133.50,110961.60
1608.57,Fe,IV,-1.42,165493.10,227660.25
1608.60,Mn,V,-1.22,200670.10,262836.10
1608.62,Mn,III,-0.10,174048.89,111883.60
1608.62,Ni,IV,-1.28,151574.70,213739.70
1608.68,Ni,III,-2.31,55952.21,118114.95
1608.81,Co,V,-1.70,217713.20,279871.10
1608.85,Fe,IV,-0.73,162074.42,224230.60
1608.86,Co,III,-0.71,77473.40,139629.40
1608.98,Co,IV,-0.94,136519.10,198670.10
1609.00,Fe,IV,0.30,156224.88,218375.12
1609.03,Mn,III,0.09,172547.85,110398.50
1609.05,Cr,III,0.00,177819.34,115670.74
1609.08,Co,IV,-1.26,152113.30,214260.50
1609.09,Ni,IV,-0.98,179792.00,241939.00
1609.10,Fe,IV,0.70,154731.29,216877.83
1609.11,Fe,IV,-0.27,156049.32,218195.66
1609.16,Mn,III,-0.39,173920.69,111776.60
1609.18,Mn,III,0.73,172855.02,110711.62
1609.30,Co,IV,0.40,144509.60,206648.30
1609.36,Ni,IV,-2.02,146194.30,208330.70
1609.38,Fe,IV,-0.74,196875.62,259011.48
1609.39,Cr,III,-0.35,174508.25,112372.88
1609.41,Cr,III,-0.35,175901.78,113767.13
1609.41,Cr,III,0.50,182567.52,120432.99
1609.42,Mn,V,-0.93,195302.70,257436.80
1609.66,Mn,III,-0.21,178816.96,116692.14
1609.73,Cr,III,-1.21,170818.57,108696.52
1609.78,Cr,III,0.11,159804.33,97683.99
1609.81,Fe,IV,-0.50,127766.15,189885.11
1609.84,Co,IV,-0.39,151040.60,213158.60
1609.84,Fe,IV,0.20,159227.90,221346.06
1609.87,Ni,III,-0.29,71384.10,133500.97
1609.88,Cr,III,-1.96,174583.59,112467.01
1609.92,Fe,IV,0.04,156123.77,218238.51
1609.93,Cr,III,0.21,159734.01,97619.48
1610.00,Co,IV,-2.31,158423.40,220535.20
1610.00,Fe,IV,-1.19,165493.10,227604.73
1610.04,Fe,IV,-0.08,156049.32,218159.77
1610.07,Fe,III,-0.57,179630.77,117521.68
1610.10,Cr,III,-1.46,159185.10,97077.12
1610.20,Co,IV,0.27,158846.70,220950.80
1610.23,Mn,III,-1.09,176390.67,114287.91
1610.24,Mn,III,-2.49,94707.20,156809.60
1610.30,Fe,IV,-1.67,155744.87,217845.29
1610.46,Ni,IV,-0.88,179724.00,241817.90
1610.47,Fe,IV,0.21,159010.39,221104.17
1610.48,Cr,III,-0.76,171066.33,108972.90
1610.54,Ni,III,-1.69,71067.35,133158.50
1610.61,Cr,III,0.13,177932.73,115844.58
1610.61,Mn,III,0.16,179152.09,117063.74
1610.71,Ni,IV,-0.74,145962.50,208046.80
1610.72,Cr,IV,-2.16,235743.00,173659.10
1610.85,Fe,IV,-0.76,127929.12,190008.28
1610.90,Cr,III,-1.10,179566.00,117488.95
1610.95,Ti,IV,-0.84,292999.54,230924.38
1611.01,Fe,IV,-2.31,190811.79,252884.48
1611.04,Fe,IV,-1.02,156123.77,218195.66
1611.10,Ni,III,-0.83,121802.45,183872.00
1611.11,Mn,IV,0.46,138123.10,200192.20
1611.12,Cr,III,-0.10,159375.25,97306.59
1611.13,Co,IV,-1.70,163870.60,225938.70
1611.19,Co,III,-1.95,169595.90,107530.10
1611.20,Fe,IV,0.26,177005.97,239071.40
1611.24,Co,IV,-0.37,158359.90,220423.70
1611.33,Cr,V,-1.17,167491.00,229551.70
1611.37,Co,IV,-0.88,136611.20,198670.10
1611.38,Mn,III,-0.31,173835.07,111776.60
1611.53,Mn,III,-1.08,172451.23,110398.50
1611.54,Sc,IV,-0.84,385570.00,447622.40
1611.59,Ni,IV,-1.64,144815.10,206865.50
1611.70,Fe,III,-0.25,151537.91,89491.50
1611.70,Fe,III,-1.17,201892.44,139846.03
1611.73,Fe,III,0.10,151536.68,89491.50
1611.78,Fe,III,-0.02,151534.90,89491.50
1611.89,V_,IV,0.15,215957.70,153918.70
1611.94,Mn,III,-0.34,173920.69,111883.60
1611.97,Fe,IV,-2.31,156123.77,218159.77
1611.98,Fe,IV,-1.18,128191.54,190226.87
1612.02,Co,IV,-0.10,167856.50,229890.30
1612.07,Ni,IV,0.04,151574.70,213606.90
1612.10,Cr,III,-0.35,179132.57,117101.58
1612.14,Co,IV,0.33,102773.90,164803.20
1612.16,Ni,III,-0.09,71067.35,133095.89
1612.19,Co,IV,-2.40,136362.90,198390.50
1612.23,Cr,IV,-1.16,119252.00,181277.90
1612.23,Ni,IV,-0.08,179792.00,241817.90
1612.35,Co,V,-1.95,217171.00,279192.40
1612.47,Ni,III,-1.46,54657.83,116674.39
1612.55,Fe,IV,-1.22,156224.88,218238.51
1612.60,Fe,IV,-1.68,156012.29,218023.81
1612.70,Fe,III,-0.22,184951.62,122943.95
1612.72,Ni,III,-1.57,71384.10,133390.94
1612.75,Mn,III,-0.74,176100.71,114094.97
1612.76,Co,III,0.16,172377.00,110371.50
1612.79,Fe,IV,-0.27,160015.88,222020.09
1612.89,Co,IV,0.29,158423.40,220423.70
1612.98,Ni,III,-1.56,71842.42,133839.54
1613.13,Cr,IV,-1.60,119252.00,181243.10
1613.13,Mn,III,-0.58,174048.89,112057.80
1613.15,Ti,IV,-1.60,258838.48,320829.00
1613.28,Co,IV,-2.43,140863.50,202849.10
1613.29,Ni,IV,-0.99,146061.50,208046.80
1613.30,Co,IV,-2.19,160351.40,222336.10
1613.32,Fe,IV,-0.61,189975.01,251958.94
1613.33,Fe,V,-0.81,220621.00,282604.80
1613.34,Ni,IV,-2.14,153533.60,215516.80
1613.41,Co,IV,-2.33,136519.10,198499.60
1613.47,Mn,III,-0.45,178558.30,116580.17
1613.48,Mn,III,-0.47,176265.78,114287.91
1613.57,Fe,IV,-0.86,156049.32,218023.81
1613.64,Fe,IV,-0.64,162074.42,224045.96
1613.64,Fe,IV,-1.08,162074.42,224046.02
1613.66,Mn,III,0.13,172682.64,110711.62
1613.81,Mn,III,-0.11,178816.96,116851.69
1613.88,Ni,II,0.42,53037.93,115000.25
1613.95,Ti,IV,-1.46,258877.08,320837.00
1613.96,Ni,III,-1.53,82193.80,144153.00
1613.97,Mn,V,0.13,183538.80,245497.80
1613.99,Fe,IV,-0.01,162087.81,224046.02
1614.05,Fe,IV,-0.28,127929.12,189885.11
1614.06,Ni,III,-2.20,71384.10,133339.70
1614.08,Cr,III,-0.68,158341.06,96386.31
1614.08,Cr,III,-1.55,170818.57,108863.78
1614.10,Ni,IV,-0.83,153338.80,215292.90
1614.11,Cr,III,-0.32,159030.88,97077.12
1614.15,Mn,III,0.86,173063.55,111111.39
1614.16,Cr,IV,-1.23,236491.40,174539.70
1614.19,Cr,III,-0.76,158098.94,96148.35
1614.19,Fe,V,-0.66,220621.00,282571.60
1614.25,Co,IV,-0.82,163717.90,225666.30
1614.27,Ni,IV,-1.65,146061.50,208009.10
1614.44,Co,IV,-1.99,157513.10,219453.90
1614.60,Fe,IV,-1.95,156224.88,218159.77
1614.62,Fe,III,-1.34,70725.22,132659.15
1614.64,Fe,IV,0.04,159227.90,221161.02
1614.84,Co,IV,-1.19,156395.40,218321.20
1614.84,Ni,IV,-2.22,144815.10,206740.70
1614.93,Mn,V,0.46,203811.80,265734.00
1614.94,Cr,III,-0.52,171644.58,109722.79
1614.95,Mn,III,-0.65,176209.15,114287.91
1615.00,Fe,IV,0.23,158738.69,220658.04
1615.10,Fe,IV,-1.04,154512.67,216428.44
1615.16,Co,IV,-1.71,163752.90,225666.30
1615.17,Cr,III,-0.32,174312.64,112399.84
1615.22,Cr,III,-1.91,173767.91,111856.97
1615.22,Cr,III,-2.33,173768.00,111856.97
1615.26,Cr,III,-0.76,158623.41,96714.04
1615.51,Fe,IV,-1.09,156123.77,218023.81
1615.60,Ni,III,-1.49,75123.65,137020.20
1615.61,Fe,IV,0.30,159342.88,221239.21
1615.81,Co,IV,-1.18,136611.20,198499.60
1615.85,Co,IV,-0.45,136612.50,198499.60
1616.07,Cr,III,-0.48,159185.10,97306.59
1616.13,Fe,IV,-0.68,159227.90,221104.17
1616.28,Cr,III,-0.24,174337.60,112467.01
1616.36,Cr,III,-0.58,182567.52,120700.27
1616.39,Fe,IV,-1.60,165392.58,227258.80
1616.39,Mn,III,-0.19,178558.30,116692.14
1616.68,Fe,IV,0.63,154512.67,216367.80
1616.72,Ca,II,-2.02,87267.86,25414.40
1616.75,Ni,IV,-1.17,146194.30,208046.80
1616.81,Co,III,-0.50,173133.50,111283.40
1616.92,Ni,II,0.41,52205.95,114052.04
1617.04,Fe,V,-0.94,196838.60,258680.00
1617.05,Co,III,-0.12,172802.70,110961.60
1617.16,Fe,III,-2.34,186791.78,124954.91
1617.17,Mn,III,-1.00,172547.85,110711.62
1617.19,Fe,III,-1.28,70728.93,132564.61
1617.24,Ni,IV,-1.94,151574.70,213408.60
1617.26,Fe,IV,-0.21,156012.29,217845.29
1617.30,Cr,III,-0.24,181677.95,119846.47
1617.51,Mn,III,-0.69,175918.50,114094.97
1617.60,Ti,IV,-1.64,258877.08,320697.00
1617.65,Fe,IV,-1.65,159342.88,221161.02
1617.68,Fe,IV,-0.20,128191.54,190008.28
1617.68,Fe,IV,-0.51,201178.05,262995.01
1617.70,Ni,IV,-0.42,179724.00,241540.00
1617.76,Mn,III,0.89,194900.40,133086.57
1617.77,Cr,III,-1.19,159497.34,97683.99
